Geoname ID;Name;ASCII Name;Alternate Names;Latitude;Longitude;Feature Class;Feature Code;Country Code;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;Country;Coordinates
687065;Zhovtneve;Zhovtneve;Biliche,Bilicze,Vilichi,Zhovtneve,Zhovtnevoye,Жовтневе;50.66365;24.24918;P;PPL;UA;;24;;;;4652;;214;Europe/Kiev;2012-11-08;Ukraine;50.66365, 24.24918
688696;Vysokyy;Vysokyy;Visokij,Vysokiy,Vysokyy,Високий;49.89156;36.12175;P;PPL;UA;;07;;;;10988;;154;Europe/Kiev;2014-01-12;Ukraine;49.89156, 36.12175
688805;Vvedenka;Vvedenka;Vvedenka,Vvedenskoye,Введенка;49.82372;36.50264;P;PPL;UA;;07;;;;2628;;97;Europe/Kiev;2014-06-27;Ukraine;49.82372, 36.50264
689198;Volnovakha;Volnovakha;Volnovakha,Volovakha,Wolnowacha,Волноваха;47.60103;37.49674;P;PPLA2;UA;;05;;;;23731;;260;Europe/Kiev;2014-12-03;Ukraine;47.60103, 37.49674
689857;Verkhnyachka;Verkhnyachka;Verkhnjachka,Verkhnyachka,Verkhnyochka,Верхнячка;48.82849;30.03957;P;PPL;UA;;01;;;;4130;;248;Europe/Kiev;2014-06-26;Ukraine;48.82849, 30.03957
690288;Velyka Oleksandrivka;Velyka Oleksandrivka;Bol'shaya Aleksandrovka,Bolschaja Aleksandrowka,Bol’shaya Aleksandrovka,Velika Oleksandrivka,Velikaya Aleksandrovka,Velyka Oleksandrivka,Велика Олександрівка;47.31969;33.30373;P;PPLA2;UA;;08;;;;7281;;45;Europe/Kiev;2014-12-03;Ukraine;47.31969, 33.30373
690600;Ustynivka;Ustynivka;Ustinivka,Ustinovka,Ustipovka,Ustynivka,Устинівка;47.95507;32.53674;P;PPLA2;UA;;10;;;;4003;;84;Europe/Kiev;2014-11-05;Ukraine;47.95507, 32.53674
691155;Tsarychanka;Tsarychanka;Carichanka,Carychanka,Tsarichanka,Tsarychanka,Zaritschanka,Царичанка,Царычанка;48.93697;34.4786;P;PPLA2;UA;;04;;;;7638;;68;Europe/Kiev;2014-12-03;Ukraine;48.93697, 34.4786
692713;Staryy Krym;Staryy Krym;Starij Krim,Stary Krym,Staryj Krym,Staryy Krym,Старий Крим,Старый Крым;47.16146;37.48934;P;PPL;UA;;05;;;;5977;;45;Europe/Kiev;2014-09-05;Ukraine;47.16146, 37.48934
692844;Starychi;Starychi;Starichi,Starici,Stariska,Starychi,Stazhiska,Stirichi,Старичі;49.98001;23.55848;P;PPL;UA;;15;;;;3293;;281;Europe/Kiev;2012-01-18;Ukraine;49.98001, 23.55848
692944;Stanislav;Stanislav;Stanislav,Станіслав;46.56909;32.14777;P;PPL;UA;;08;;;;4726;;40;Europe/Kiev;2012-01-18;Ukraine;46.56909, 32.14777
693701;Skala-Podil’s’ka;Skala-Podil's'ka;Skala,Skala Podolska,Skala-Podil's'ka,Skala-Podil’s’ka,Skala-Podol'skaja,Skala-Podol'skaya,Skala-Podol’skaya,Skała,Skała Podolska,Скала-Подольская,Скала-Подільська;48.85149;26.19909;P;PPL;UA;;22;;;;4255;;246;Europe/Kiev;2013-02-16;Ukraine;48.85149, 26.19909
695326;Rozhyshche;Rozhyshche;Rozhishche,Rozhishhe,Rozhyshche,Rozyszcze,Рожище;50.91542;25.26906;P;PPLA2;UA;;24;;;;13280;;180;Europe/Kiev;2014-08-06;Ukraine;50.91542, 25.26906
695516;Rokytne;Rokytne;Rakitno,Rakitnoye,Rokitino,Rokitne,Rokitno,Rokitnoye,Rokytne,Рокитне;51.2796;27.214;P;PPLA2;UA;;19;;;;11726;;174;Europe/Kiev;2014-08-06;Ukraine;51.2796, 27.214
696108;Pryluky;Pryluky;Priluki,Pryluki,Pryluky,Pryłuki,Прилуки;50.59323;32.38761;P;PPLA2;UA;;02;;;;62823;;127;Europe/Kiev;2014-11-05;Ukraine;50.59323, 32.38761
696275;Pryozerne;Pryozerne;Churabash,Churbash,Churubash,Churubash Tatarskiy,Priozerne,Priozernoe,Priozernoye,Pryozerne,Vasil'yevka,Vasil’yevka,Приозерне,Приозерное;45.2699;36.33405;P;PPL;UA;;11;;;;3013;;9;Europe/Simferopol;2015-03-08;Ukraine;45.2699, 36.33405
696557;Popil'nya;Popil'nya;Poelnja,Popel'naya,Popel'nja,Popel'nya,Popil'nja,Popilnia,Попельня,Попільня;49.96652;29.44353;P;PPL;UA;UA;27;;;;6109;;199;Europe/Kiev;2014-01-10;Ukraine;49.96652, 29.44353
697839;Pavlivka;Pavlivka;Pavlivka,Pavlovka,Павловка,Павлівка;49.60864;38.70917;P;PPL;UA;;14;;;;1135;;94;Europe/Zaporozhye;2013-12-12;Ukraine;49.60864, 38.70917
698428;Orikhiv;Orikhiv;Orechoff,Orechowka,Orekhov,Orihiv,Orikhiv,Оріхів;47.56731;35.78575;P;PPLA2;UA;;26;;;;17287;;57;Europe/Zaporozhye;2014-06-05;Ukraine;47.56731, 35.78575
698807;Obodivka;Obodivka;Obodivka,Obodovka,Obodovka Novaya,Ободівка;48.40514;29.24775;P;PPL;UA;;23;;;;3378;;185;Europe/Kiev;2012-01-18;Ukraine;48.40514, 29.24775
698921;Novi Troyany;Novi Troyany;Novi Troani,Novi Trojani,Novi Troyany,Novo Traian,Novo Trajan,Novotroyan,Novyye Troyany,Traian,Traianul-Nou,Trayan,Trayanu,Нові Трояни;45.94275;28.85628;P;PPL;UA;;17;;;;3992;;121;Europe/Kiev;2015-02-06;Ukraine;45.94275, 28.85628
699607;Novofedorovka;Novofedorovka;Novaya Fedorovka,Novofedorovka,Новофедоровка;46.17128;32.31781;P;PPL;UA;;08;;;;5620;;6;Europe/Kiev;2012-01-18;Ukraine;46.17128, 32.31781
700261;Netishyn;Netishyn;Neteshin,Netishin,Netishyn,Netisin,Solov'ye Goryn',Solov’ye Goryn’,Нетешин,Нетішин;50.34004;26.64171;P;PPL;UA;;09;;;;33063;;207;Europe/Kiev;2013-01-10;Ukraine;50.34004, 26.64171
700646;Mukacheve;Mukacheve;Mikachevo,Mukaceve,Mukacevo,Mukacheve,Mukachevo,Mukaczewo,Mukatschewe,Mukačeve,Mukačevo,Munkacevo,Munkachevo,Munkacs,Munkačevo,Munkács,Мукачеве,Мукачево,מונקאטש,מונקאץ';48.43919;22.71779;P;PPLA2;UA;;25;;;;81633;;126;Europe/Uzhgorod;2014-12-03;Ukraine;48.43919, 22.71779
701104;Milove;Milove;Melovoe,Melovoy,Melovoye,Milove,Меловое,Мілове;49.37528;40.13222;P;PPLA2;UA;;14;;;;5418;;185;Europe/Zaporozhye;2014-08-06;Ukraine;49.37528, 40.13222
702574;Lutovynivka;Lutovynivka;Lutovinivka,Lutovinovka,Lutovynivka,Лутовиновка,Лутовинівка;49.23726;33.9051;P;PPL;UA;;18;704569;;;2000;;82;Europe/Kiev;2013-07-14;Ukraine;49.23726, 33.9051
703646;Kurakhovo;Kurakhovo;Kurakhovo,Kurakhovstroy,Novo-Ulakly,Petrovka,Курахово;47.98522;37.2821;P;PPL;UA;;05;;;;20700;;132;Europe/Kiev;2012-01-18;Ukraine;47.98522, 37.2821
704055;Kryva;Kryva;Kriva,Krivaya,Krivoye,Kryva,Nagykirva,Tiszakirva,Крива;48.17234;23.23647;P;PPL;UA;;25;;;;2911;;163;Europe/Uzhgorod;2012-11-27;Ukraine;48.17234, 23.23647
707281;Kacha;Kacha;Aleksandro-Mikhaylovka,Kacha,Кача;44.77635;33.54387;P;PPL;UA;;20;;;;5000;;28;Europe/Simferopol;2012-01-18;Ukraine;44.77635, 33.54387
707489;Ivankiv;Ivankiv;Ivankiv,Ivankov,Iwankow,Іванків,Иванків;50.93865;29.89426;P;PPLA2;UA;;13;;;;10170;;138;Europe/Kiev;2014-10-01;Ukraine;50.93865, 29.89426
708351;Horodyshche;Horodyshche;Gorodishche,Gorodishhe,Gorodyshche,Horodyshche,Horodyszcze,Городище;50.63965;26.36573;P;PPL;UA;;19;;;;3757;;209;Europe/Kiev;2013-01-10;Ukraine;50.63965, 26.36573
709428;Dunayivtsi;Dunayivtsi;Dunaivci,Dunayevtsy,Dunayivtsi,Poselok Dunayevtsy,Posëlok Dunayevtsy,Дунаївці;49.02078;26.84122;P;PPLA2;UA;;09;;;;0;;295;Europe/Kiev;2014-09-05;Ukraine;49.02078, 26.84122
710950;Chapayevka;Chapayevka;Chapaehvka,Chapaevka,Chapayevka,Imeni Chapayeva,Imeni Tovarishcha Chapayeva,Чапаевка,Чапаэвка,Чапаєвка;47.47114;36.34507;P;PPL;UA;;26;;;;3502;;106;Europe/Zaporozhye;2014-09-05;Ukraine;47.47114, 36.34507
711398;Broska;Broska;Broasca,Broaska,Broska,Броска;45.37327;28.783;P;PPL;UA;;17;;;;3586;;18;Europe/Kiev;2015-01-07;Ukraine;45.37327, 28.783
712332;Berezne;Berezne;Berezne,Berezno,Berëzno,Березне;51.00094;26.75106;P;PPLA2;UA;;19;;;;0;;165;Europe/Kiev;2014-08-06;Ukraine;51.00094, 26.75106
712582;Lyakhovtsy;Lyakhovtsy;Belogor'ye,Belogor’ye,Bilogir'ja,Bilohirya,Bilohir”ya,Lyakhovtsy,Білогір’я;50.00263;26.42824;P;PPLA2;UA;;09;;;;0;;243;Europe/Kiev;2014-09-05;Ukraine;50.00263, 26.42824
829788;Narkevychi;Narkevychi;Narkevici,Narkevychi,Yasne,Наркевичі;49.51717;26.64178;P;PPL;UA;;09;;;;1631;;305;Europe/Kiev;2012-01-19;Ukraine;49.51717, 26.64178
613273;Lebedyn;Lebedyn;Lebedin,Lebedyn,Лебедин;50.58518;34.4849;P;PPLA2;UA;;21;;;;27695;;122;Europe/Kiev;2014-07-08;Ukraine;50.58518, 34.4849
688154;Yemil’chyne;Yemil'chyne;Emil'chine,Emil'chino,Emil’chino,Yelmicheno,Yemil'chino,Yemil'chyne,Yemil’chino,Yemil’chyne,Ємільчине;50.87349;27.80604;P;PPLA2;UA;;27;;;;0;;201;Europe/Kiev;2014-10-01;Ukraine;50.87349, 27.80604
688878;Voyutychi;Voyutychi;Vojutichi,Voyutichi,Voyutyche,Voyutychi,Воютичи,Воютичі;49.54945;23.11275;P;PPL;UA;;15;;;;2099;;294;Europe/Kiev;2013-02-16;Ukraine;49.54945, 23.11275
689037;Vorokhta;Vorokhta;Vorokhta,Worochta,Ворохта;48.28459;24.56536;P;PPL;UA;;06;;;;3853;;746;Europe/Kiev;2012-06-06;Ukraine;48.28459, 24.56536
689304;Vovchans’k;Vovchans'k;Volchansk,Vovchans'k,Vovchans’k,Woltschansk,Вовчанськ,Волчанск;50.29078;36.94108;P;PPLA2;UA;;07;;;;19486;;111;Europe/Kiev;2014-12-03;Ukraine;50.29078, 36.94108
689945;Verenchanka;Verenchanka;Varentsyantsa,Verenchanka,Vranceni,Vryncheny,Vrânceni,Веренчанка;48.54653;25.74533;P;PPL;UA;;03;;;;3560;;218;Europe/Kiev;2012-01-18;Ukraine;48.54653, 25.74533
690038;Velyka Mykhaylivka;Velyka Mykhaylivka;Grosulovo,Prosulovo,Velika Mihajlivka,Velika Mikhajlivka,Velikaya Mikhalovka,Velikaya Mikhaylovka,Velyka Mykhaylivka,Велика Михайлівка;47.07971;29.85753;P;PPLA2;UA;;17;;;;5777;;48;Europe/Kiev;2014-11-05;Ukraine;47.07971, 29.85753
690132;Velykyy Klyuchiv;Velykyy Klyuchiv;Klyuchev,Klyuchev Vel'kiy,Klyuchev Vel’kiy,Klyuchov,Klyuchuv Vel'ki,Klyuchuv Vel’ki,Klyuchëv,Velikij Kljuchiv,Velikij Kluciv,Velikiy Klyuchev,Velykyy Klyuchiv,Великий Ключів;48.47092;24.94677;P;PPL;UA;;06;;;;3290;;378;Europe/Kiev;2012-06-06;Ukraine;48.47092, 24.94677
690469;Varva;Varva;Varva,Варва;50.49503;32.71968;P;PPLA2;UA;;02;;;;8549;;128;Europe/Kiev;2014-11-05;Ukraine;50.49503, 32.71968
690688;Uman’;Uman';Uman',Uman’,Умань;48.74838;30.22184;P;PPLA2;UA;;01;;;;87658;;215;Europe/Kiev;2014-11-05;Ukraine;48.74838, 30.22184
691305;Trypillia;Trypillia;Tripillja,Tripilya,Tripol'e,Tripolye,Trypillia,Триполье,Трипілля;50.11802;30.78141;P;PPL;UA;;13;;;;3000;;132;Europe/Kiev;2014-01-09;Ukraine;50.11802, 30.78141
691331;Tr’okhizbenka;Tr'okhizbenka;Tr'okhizbenka,Trekhizbenka,Trëkhizbenka,Tr’okhizbenka,Трехизбенка,Трьохізбенка;48.75751;38.96333;P;PPL;UA;;14;;;;2054;;49;Europe/Zaporozhye;2015-04-29;Ukraine;48.75751, 38.96333
691639;Ternuvate;Ternuvate;Ternovatoe,Ternovatoye,Ternuvate,Терноватое,Тернувате;47.83049;36.12761;P;PPL;UA;;26;;;;1510;;154;Europe/Zaporozhye;2014-09-05;Ukraine;47.83049, 36.12761
692487;Storozhynets’;Storozhynets';Storojinet,Storozhinec',Storozhinets,Storozhynets',Storozhynets’,Сторожинець;48.1643;25.72029;P;PPLA2;UA;;03;;;;0;;368;Europe/Kiev;2014-10-01;Ukraine;48.1643, 25.72029
693044;Spas;Spas;Spas,Спас;48.88992;24.06293;P;PPL;UA;;06;;;;2976;;423;Europe/Kiev;2012-06-06;Ukraine;48.88992, 24.06293
693284;Sokyryany;Sokyryany;Secureni,Secureni Targ,Secureni Târg,Sekiryany,Sekuren',Sekureni,Sekuren’,Sekuryany,Sokirjani,Sokiryany,Sokyryany,Сокиряни;48.44747;27.41678;P;PPLA2;UA;;03;;;;9877;;223;Europe/Kiev;2014-10-01;Ukraine;48.44747, 27.41678
693953;Sholokhove;Sholokhove;Sholokhove,Sholokhovo,Шолохове;47.69453;34.03119;P;PPL;UA;;04;;;;3097;;31;Europe/Kiev;2012-01-18;Ukraine;47.69453, 34.03119
694382;Shakhtars’k;Shakhtars'k;Katyk,Shakhtars'k,Shakhtars’k,Shakhtersk,Shakhtërsk,Zapadno-Gruppskiy,Шахтарськ,Шахтерск;48.05657;38.43826;P;PPLA2;UA;;05;;;;71700;;227;Europe/Kiev;2014-12-03;Ukraine;48.05657, 38.43826
694712;Syedove;Syedove;Imeni G. Ya. Sedova,Imeni Sedova,Imeni Sedova G. Ya.,Krivaya Kosa,Sedova,Sedove,Sedovo,Sehdove,Syedove,Седово,Сэдове,Сєдове;47.07678;38.15602;P;PPL;UA;;05;;;;2667;;2;Europe/Kiev;2014-08-06;Ukraine;47.07678, 38.15602
696582;Pomoryany;Pomoryany;Pomorjani,Pomoryany,Pomorzany,Pomorzhany,Поморяни;49.64092;24.9307;P;PPL;UA;;15;;;;1449;;323;Europe/Kiev;2013-01-10;Ukraine;49.64092, 24.9307
697126;Plakhtiyivka;Plakhtiyivka;Kletereshti,Plahteevca,Plahtiivka,Plakhteyevka,Plakhtiivka,Plakhtiyevka,Plakhtiyivka,Плахтіївка;46.1006;29.72169;P;PPL;UA;;17;;;;5038;;41;Europe/Kiev;2015-02-06;Ukraine;46.1006, 29.72169
697537;Pishchanka;Pishchanka;Peschanka,Peschanki,Pischanka,Pishchanka,Pishhanka,Піщанка;48.20727;28.88607;P;PPLA2;UA;;23;;;;0;;228;Europe/Kiev;2014-10-01;Ukraine;48.20727, 28.88607
698866;Novyi Svit;Novyi Svit;Novyi Svit,Novyj Svet,Novyy Svet,Novyy Svit,Новый Свет;44.83087;34.9137;P;PPL;UA;;11;;;;1093;;39;Europe/Simferopol;2012-05-30;Ukraine;44.83087, 34.9137
699034;Novovorontsovka;Novovorontsovka;Novaya Vorontsovka,Novovoroncovka,Novovorontsovka,Нововоронцовка;47.50035;33.91748;P;PPLA2;UA;;08;;;;6847;;86;Europe/Kiev;2014-12-03;Ukraine;47.50035, 33.91748
699823;Nova Mayachka;Nova Mayachka;Bol'shaya Mayachka,Bol’shaya Mayachka,Nova Majachka,Nova Mayachka,Novaja Majachka,Novaya Mayachka,Нова Маячка,Новая Маячка;46.59996;33.22707;P;PPL;UA;;08;;;;7238;;13;Europe/Kiev;2015-01-07;Ukraine;46.59996, 33.22707
701291;Velyki Mezhyrichi;Velyki Mezhyrichi;Mendzyzhech,Menzhirichi,Mezherichi,Mezhirichi,Mezhirichi-Koretskiye,Miedzyrzecz,Międzyrzecz,Veliki Mezhirichi,Velikie Mezhirichi,Velikiye Mezhirichi,Velyki Mezhyrichi,Великие Межиричи,Великі Межирічі;50.65431;26.86626;P;PPL;UA;;19;;;;2192;;202;Europe/Kiev;2013-02-16;Ukraine;50.65431, 26.86626
703455;Kvasy;Kvasy;Kvasi,Kvasy,Tiszaborkut,Tiszaborkút,Кваси,Квасы;48.14973;24.27995;P;PPL;UA;;25;;;;1200;;532;Europe/Uzhgorod;2012-06-06;Ukraine;48.14973, 24.27995
704000;Krolevets’;Krolevets';Korolevets,Krolevec,Krolevec',Krolevets,Krolevets',Krolevets’,Krolovets,Кролевец,Кролевець;51.54775;33.38475;P;PPLA2;UA;;21;;;;24115;;166;Europe/Kiev;2014-11-05;Ukraine;51.54775, 33.38475
704402;Krasnodon;Krasnodon;Krasnodon,Krasnodonskiy,Краснодон;48.31245;39.56284;P;PPL;UA;;14;;;;5787;;184;Europe/Zaporozhye;2014-08-06;Ukraine;48.31245, 39.56284
705524;Kobyzhcha;Kobyzhcha;Kobizhcha,Kobyzhcha,Kobyzhchi,Кобижча,Кобыжча;50.82854;31.50439;P;PPL;UA;;02;;;;4332;;131;Europe/Kiev;2012-10-07;Ukraine;50.82854, 31.50439
705812;Kirovohrad;Kirovohrad;Elizavetgrad,Gorad Kiravagrad,KGO,Kirovo,Kirovograd,Kirovohrad,Kirovohradas,Kirovohrado,Kirovoqrad,Kirowo,Kirowograd,Kirowohrad,Sinowjewsk,Yelizavetgrad,Yelizavety,Zinov'evsk,Zinov'yevsk,Zinovievsk,Zinov’evsk,Zinov’yevsk,ji luo wo ge lei,kiloboheuladeu,kirovu~ofurado,kyrwwhrad,qyrwbwgrd,Горад Кіраваград,Кировоград,Кіровоград,Կիրովոգրադ,קירובוגרד,کیرووهراد,کیرووہراد,კიროვოგრადი,キロヴォフラード,基洛沃格勒,키로보흐라드;48.5132;32.2597;P;PPLA;UA;;10;;;;249454;;114;Europe/Kiev;2014-11-05;Ukraine;48.5132, 32.2597
708585;Holovanivs’k;Holovanivs'k;Golovanevsk,Golovanivs'k,Golvanevsk,Holovanivs'k,Holovanivs’k,Голованевск,Голованівськ;48.384;30.46131;P;PPLA2;UA;;10;;;;0;;174;Europe/Kiev;2014-11-05;Ukraine;48.384, 30.46131
709248;Fastiv;Fastiv;Fastiv,Fastiw,Fastov,Fastow,Fastów,fa si di fu,fastyw,pstwb,Фастив,Фастов,Фастів,Ֆաստով,כוואסטוב,פסטוב,فاستیو,法斯蒂夫;50.0767;29.9177;P;PPLA2;UA;;13;Fastiv Raion (undefined);;;51143;;208;Europe/Kiev;2014-10-01;Ukraine;50.0767, 29.9177
709717;Donetsk;Donetsk;DOK,Donec'k,Doneck,Doneck khot,Donecka,Doneckas,Donecko,Donetk,Donetsk,Donezk,Donețk,Donieck,Donietsk,Donjeck,Doněck,Doņecka,Gorad Daneck,Hughesovka,Jusowka,Juzovka,Ntonetsk,Stalin,Staline,Stalino,Uzivka,Yuzovka,Yuzovo,do net skh,donecheukeu,donetska,donetsu~iku,dun nie ci ke,dwntsk,dwnytsk,dwnzq,tonetsk,Ντονέτσκ,Горад Данецк,Донецк,Донецк хот,Донецьк,Доњецк,Сталино,Сталіне,Сталіно,Юзовка,Юзівка,Դոնեցկ,דונצק,دونتسک,دونيتسك,دونیتسک,دۆنێتسک,दोनेत्स्क,தோனெத்ஸ்க்,โดเนตสค์,დონეცკი,ドネツィク,頓涅茨克,도네츠크;48.023;37.80224;P;PPLA;UA;;05;;;;1024700;;223;Europe/Kiev;2014-07-18;Ukraine;48.023, 37.80224
710374;Chuhuyiv;Chuhuyiv;Chuguev,Chuguiv,Chuguyev,Chuhuyiv,Cuguiv,Tschugujew,Чугуев,Чугуїв;49.83588;36.68803;P;PPLA2;UA;;07;;;;36519;;133;Europe/Kiev;2014-06-26;Ukraine;49.83588, 36.68803
710381;Chudniv;Chudniv;Chudniv,Chudnov,Cudniv,Tschudnow,Чуднів;50.05204;28.11745;P;PPLA2;UA;;27;;;;6314;;246;Europe/Kiev;2014-10-01;Ukraine;50.05204, 28.11745
710554;Chervonohrad;Chervonohrad;Cervonohrad,Chervonograd,Chervonohrad,Czerwonohrad,Krasnipali,Krisnipolye,Kristinopol',Kristinopol’,Krvstonopol,Krystynopol,Червоноград;50.39105;24.23514;P;PPL;UA;;15;;;;83000;;195;Europe/Kiev;2014-08-06;Ukraine;50.39105, 24.23514
710719;Chernivtsi;Chernivtsi;CWC,Cernauti,Cernivci,Cernivciai,Cernivco,Cernivtsi,Cernovci,Cernovice,Cernăuţi,Cernăuți,Charnaucy,Chernivci,Chernivtsi,Chernovci,Chernovcy,Chernovits,Chernovitsy,Chernovtsy,Csernyivci,Czerniowce,Czernovicum,Czernowitz,Tchernivtsi,Tjernivtsi,Tschernowitz,Tsernivtsi,Tsjernivtsi,Txernivtsi,Txernivtsí,Tšernivtsi,cheleuniuchi,chernovtsi,cheruniutsu~i,chrnywtsy,qie er nuo fu ce,zrnwbyz,Çernivtsi,Çernivçı,Ĉernivco,Černivci,Černivciai,Černovci,Černovice,Чарнаўцы,Чернивци,Черновци,Черновцы,Чернівці,Чернівцї,Չեռնովցի,טשערנאוויץ,צרנוביץ,چرنیوتسی,ჩერნოვცი,チェルニウツィー,切爾諾夫策,체르니우치;48.29149;25.94034;P;PPLA;UA;;03;;;;236250;;228;Europe/Kiev;2013-12-01;Ukraine;48.29149, 25.94034
711635;Borodyanka;Borodyanka;Borodjanka,Borodyanka,Бородянка;50.64484;29.9201;P;PPLA2;UA;;13;;;;12069;;139;Europe/Kiev;2014-10-01;Ukraine;50.64484, 29.9201
711660;Boryspil’;Boryspil';Borispil',Borispilo,Borispol',Borispol’,Boryspil,Boryspil',Boryspil’,Boryspol,borisupiri,Борисполь,Бориспіль,ボリスピリ;50.35269;30.95501;P;PPLA2;UA;;13;;;;55000;;113;Europe/Kiev;2014-10-01;Ukraine;50.35269, 30.95501
712967;Bakhmach;Bakhmach;Bachmatsch,Bakhmach,Bakhmach Romenskiy,Бахмач;51.18144;32.83463;P;PPL;UA;;02;;;;23379;;144;Europe/Kiev;2012-10-07;Ukraine;51.18144, 32.83463
712992;Baherove;Baherove;Bagarovo,Bagerove,Bagerovo,Baherove,Багерове,Багерово;45.37417;36.29705;P;PPL;UA;;11;;;;4382;;85;Europe/Simferopol;2015-03-08;Ukraine;45.37417, 36.29705
796868;Mikhaylovka;Mikhaylovka;Mikhaylovka,Mykhaylivka;45.2831;36.25922;P;PPL;UA;;11;;;;3352;;49;Europe/Simferopol;2015-03-08;Ukraine;45.2831, 36.25922
865087;Teplodar;Teplodar;Teplodar,Теплодар;46.50585;30.32521;P;PPL;UA;;17;;;;8502;;78;Europe/Kiev;2015-02-07;Ukraine;46.50585, 30.32521
6559559;Komsomolsk;Komsomolsk;Komsomol's'k,Komsomol'sk,Комсомольск,Комсомольськ;49.01018;33.63567;P;PPLA2;UA;;18;;;;51740;;69;Europe/Kiev;2013-05-20;Ukraine;49.01018, 33.63567
7280677;Denyshi;Denyshi;Denishi,Denyshi,Дениші,Деныши;50.21415;28.40395;P;PPL;UA;;27;;;;1164;;210;Europe/Kiev;2010-03-07;Ukraine;50.21415, 28.40395
686729;Vasylivka;Vasylivka;Vasil'yevka,Vasilevka,Vasilivka,Vasil’yevka,Vasylivka,Василівка;47.43694;35.27417;P;PPLA2;UA;;26;;;;15012;;39;Europe/Zaporozhye;2014-12-03;Ukraine;47.43694, 35.27417
688022;Yur”yivka;Yuryivka;Jur'evka,Yuryivka,Yur'yevka,Yur'yivka,Yur’yevka,Yur”yivka,Юрьевка;48.73748;36.01987;P;PPLA2;UA;;04;;;;0;;77;Europe/Kiev;2014-06-05;Ukraine;48.73748, 36.01987
688663;Vyshchetarasivka;Vyshchetarasivka;Tarasovka,Velikaya Tarasovka,Verkhne-Tarasovka,Verkhnyaya Tarasovka,Visetarasivka,Vyshchetarasivka,Vyshchevtarasivka,Vyshetarasovka,Vysshetarasovka,Вищетарасівка;47.56851;34.88096;P;PPL;UA;;04;;;;3651;;31;Europe/Kiev;2012-01-18;Ukraine;47.56851, 34.88096
689151;Volodars’ke;Volodars'ke;Kal'chik,Kal’chik,Voladarskoye,Volodars'ke,Volodarskoe,Volodarskoye,Volodars’ke,Володарское,Володарське;47.20533;37.32139;P;PPLA2;UA;;05;;;;0;;124;Europe/Kiev;2014-12-03;Ukraine;47.20533, 37.32139
689157;Volodarka;Volodarka;Volodarka,Володарка;49.52484;29.91222;P;PPLA2;UA;;13;;;;7355;;172;Europe/Kiev;2014-10-01;Ukraine;49.52484, 29.91222
689868;Verkhniy Rohachyk;Verkhniy Rohachyk;Verhnij Rogacik,Verkhnij Rogachik,Verkhniy Rogachik,Verkhniy Rohachyk,Верхній Рогачик;47.25053;34.33797;P;PPLA2;UA;;08;;;;6557;;54;Europe/Kiev;2014-12-03;Ukraine;47.25053, 34.33797
690032;Vendychany;Vendychany;Bendichany,Vendichani,Vendichany,Vendychany,Вендичани;48.61176;27.79324;P;PPL;UA;;23;;;;4182;;234;Europe/Kiev;2012-01-18;Ukraine;48.61176, 27.79324
690035;Velykoploske;Velykoploske;Bol'shoye Ploskoye,Bol’shoye Ploskoye,Ploskoye,Velikoploske,Velikoploskoye,Velykoploske,Великоплоске;47.01254;29.67171;P;PPL;UA;;17;;;;3192;;181;Europe/Kiev;2012-02-02;Ukraine;47.01254, 29.67171
690411;Vasyl’kivka;Vasyl'kivka;Vasil'kivka,Vasil'kovka,Vasil’kovka,Vasyl'kivka,Vasyl’kivka,Wassilkowka,Васильковка,Васильківка;48.20698;36.02365;P;PPLA2;UA;;04;;;;0;;77;Europe/Kiev;2014-12-03;Ukraine;48.20698, 36.02365
690875;Tysmenychany;Tysmenychany;Tismenichani,Tysmenichany,Tysmenychany,Тисменичани;48.77168;24.66626;P;PPL;UA;;06;;;;2944;;316;Europe/Kiev;2012-01-18;Ukraine;48.77168, 24.66626
691336;Trebukhiv;Trebukhiv;Trebuhiv,Trebukhiv,Trebukhov,Trebukhovo,Требухов,Требухів;50.48432;30.90304;P;PPL;UA;;13;;;;6207;;114;Europe/Kiev;2013-05-08;Ukraine;50.48432, 30.90304
691365;Torkanivka;Torkanivka;Tarkanovka,Torkanovka,Торкановка;48.32462;29.14746;P;PPL;UA;;23;;;;1061;;207;Europe/Kiev;2013-11-05;Ukraine;48.32462, 29.14746
692122;Svarychiv;Svarychiv;Svarichiv,Svarichov,Svariciv,Svarychev,Svarychiv,Svarychuv,Сваричів;48.9622;24.19658;P;PPL;UA;;06;;;;4845;;341;Europe/Kiev;2012-06-06;Ukraine;48.9622, 24.19658
692233;Sukhovolya;Sukhovolya;Sukhovolja,Sukhovolya,Суховоля;49.82426;23.8377;P;PPL;UA;;15;;;;3612;;301;Europe/Kiev;2012-01-18;Ukraine;49.82426, 23.8377
694290;Shcherbynivka;Shcherbynivka;Serbinivka,Shcherbinovka,Shcherbynivka,Shherbinivka,Щербинівка;48.39489;37.79102;P;PPL;UA;;05;;;;3868;;101;Europe/Kiev;2014-06-05;Ukraine;48.39489, 37.79102
695307;Rozivka;Rozivka;Rozivka,Rozovka,Розівка;46.9394;35.77207;P;PPL;UA;;26;;;;4197;;73;Europe/Zaporozhye;2015-12-06;Ukraine;46.9394, 35.77207
